source_learner_id,age,sex,learning_level,modality,is_re_enrollee,distance_km,target_not_completed,is_synthetic,monthly_income,occupation
ALS_00192,24,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.05,0,False,6658.98,Other
ALS_00193,21,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,0.05,1,False,11713.09,Unemployed / No Income
ALS_00194,26,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,0.0,0,False,15431.39,Informal / Contractual Worker
ALS_00196,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,0,False,16741.41,Informal / Contractual Worker
ALS_00197,15,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,1,False,17735.52,Unemployed / No Income
ALS_00198,17,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,1,False,11236.21,Unemployed / No Income
ALS_00199,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,0,False,13458.03,Self-Employed / Business Owner
ALS_00200,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,0,False,18093.87,OFW (Overseas Filipino Worker)
ALS_00201,31,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,8899.38,Formal Employment
ALS_00202,27,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,1,False,5721.74,Informal / Contractual Worker
ALS_00203,33,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,8049.14,Formal Employment
ALS_00204,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,17457.81,Formal Employment
ALS_00205,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,15125.46,Self-Employed / Business Owner
ALS_00208,25,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.05,0,False,20448.61,Retired / Pensioner
ALS_00209,29,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.995,0,False,12034.47,Informal / Contractual Worker
ALS_00210,20,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,0.0,1,False,3490.03,Formal Employment
ALS_00211,15,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,22710.97,Other
ALS_00212,13,MALE,ELEMENTARY,MODULAR,0.0,0.0,0,False,9634.1,Informal / Contractual Worker
ALS_00213,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,6787.59,Informal / Contractual Worker
ALS_00214,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,4373.46,Formal Employment
ALS_00215,15,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,0.0,0,False,6663.3,Informal / Contractual Worker
ALS_00216,15,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.0,0,False,15808.87,Formal Employment
ALS_00217,16,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.0,0,False,5657.75,Formal Employment
ALS_00218,17,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.0,0,False,8923.43,Informal / Contractual Worker
ALS_00219,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,28224.98,OFW (Overseas Filipino Worker)
ALS_00220,24,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,0.63,0,False,16011.43,Formal Employment
ALS_00221,39,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,0.95,0,False,24488.11,Self-Employed / Business Owner
ALS_00222,29,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,8.93,0,False,7000.92,Informal / Contractual Worker
ALS_00223,20,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,1.53,0,False,3615.59,Self-Employed / Business Owner
ALS_00224,16,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.7,0,False,21641.57,Unemployed / No Income
ALS_00226,22,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,4.67,0,False,5781.25,Self-Employed / Business Owner
ALS_00228,17,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,11394.84,Self-Employed / Business Owner
ALS_00230,15,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.7,0,False,12060.51,Formal Employment
ALS_00231,21,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,5.16,0,False,7136.63,OFW (Overseas Filipino Worker)
ALS_00232,27,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,1.88,0,False,21997.52,Self-Employed / Business Owner
ALS_00241,16,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,0.05,0,False,21964.92,Informal / Contractual Worker
ALS_00249,31,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,14018.73,Self-Employed / Business Owner
ALS_00252,23,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,10793.82,Formal Employment
ALS_00253,23,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,11922.07,Informal / Contractual Worker
ALS_00254,33,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,6679.79,Formal Employment
ALS_00255,29,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,9822.41,Self-Employed / Business Owner
ALS_00257,15,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,10433.53,Self-Employed / Business Owner
ALS_00259,23,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,1.45,0,False,7453.92,Formal Employment
ALS_00260,24,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,1.09,0,False,16028.87,Other
ALS_00263,21,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,1,False,2112.39,Self-Employed / Business Owner
ALS_00264,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,5756.49,Self-Employed / Business Owner
ALS_00265,21,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,0.0,0,False,8919.2,Formal Employment
ALS_00266,12,FEMALE,ELEMENTARY,FACE_TO_FACE,0.0,0.0,0,False,3968.74,OFW (Overseas Filipino Worker)
ALS_00267,26,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,13678.33,Self-Employed / Business Owner
ALS_00268,18,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,15278.05,Self-Employed / Business Owner
ALS_00269,15,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,14466.36,Self-Employed / Business Owner
ALS_00270,17,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,40665.65,OFW (Overseas Filipino Worker)
ALS_00271,15,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,16695.69,Retired / Pensioner
ALS_00274,26,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,8.38,0,False,7158.85,Other
ALS_00275,25,MALE,ELEMENTARY,FACE_TO_FACE,0.0,0.75,0,False,36264.45,Self-Employed / Business Owner
ALS_00277,18,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,5.25,0,False,7229.01,OFW (Overseas Filipino Worker)
ALS_00278,21,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.75,0,False,15598.54,Informal / Contractual Worker
ALS_00279,25,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,15281.64,OFW (Overseas Filipino Worker)
ALS_00280,38,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.75,0,False,7362.28,Retired / Pensioner
ALS_00281,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,1,False,5499.86,Other
ALS_00282,16,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,0.0,1,False,7782.58,Unemployed / No Income
ALS_00283,13,MALE,ELEMENTARY,FACE_TO_FACE,0.0,0.0,0,False,20494.4,Formal Employment
ALS_00284,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,1,False,5931.06,Self-Employed / Business Owner
ALS_00285,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,1,False,19463.41,Informal / Contractual Worker
ALS_00286,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,1.84,0,False,12830.33,Informal / Contractual Worker
ALS_00287,19,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,8.81,0,False,14142.36,Informal / Contractual Worker
ALS_00289,15,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,1.44,1,False,3879.53,Self-Employed / Business Owner
ALS_00291,28,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,8.96,0,False,8070.09,Formal Employment
ALS_00292,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,2.45,0,False,19656.93,Informal / Contractual Worker
ALS_00294,19,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,8.96,0,False,7424.78,Self-Employed / Business Owner
ALS_00295,14,MALE,ELEMENTARY,FACE_TO_FACE,0.0,0.0,0,False,4911.71,Informal / Contractual Worker
ALS_00297,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,20770.88,Unemployed / No Income
ALS_00299,24,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,0.0,1,False,5439.34,Informal / Contractual Worker
ALS_00300,13,MALE,ELEMENTARY,FACE_TO_FACE,1.0,1.38,0,False,9026.97,Formal Employment
ALS_00302,44,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.05,0,False,11153.59,Formal Employment
ALS_00304,30,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.0,0,False,25984.11,Unemployed / No Income
